pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,molecule_name,molecule_synonym,molecule_type,entity_id,modified_residue_flag,mutation_type,uniprot_accession,uniprot_id,gene_name,interacting_molecules,interacting_ligands,compound_id,compound_name,compound_systematic_name,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues
2z9k,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"DMS : DIMETHYL SULFOXIDE,DOZ : (dimethylamino)(hydroxy)zinc'","DOZ,DMS","DOZ : (dimethylamino)(hydroxy)zinc',DMS : DIMETHYL SULFOXIDE","DOZ : dimethylamino-hydroxy-zinc,DMS : methylsulfinylmethane,DOZ : zinc hydroxide dimethylazanide,DMS : dimethyl sulfoxide",33876.637,2,612,1,2,2,306
2z9l,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,"DAZ : diaminozinc,DMS : DIMETHYL SULFOXIDE","DAZ,DMS","DAZ : diaminozinc,DMS : DIMETHYL SULFOXIDE","DAZ : zinc diazanide,DAZ : diaminozinc,DMS : methylsulfinylmethane,DMS : dimethyl sulfoxide",33876.637,2,612,1,2,2,301
2zu4,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,"ZU3 : N-[(benzyloxy)carbonyl]-3-[(2\,2-dimethylpropanoyl)amino]-L-alanyl-N-[(1R)-4-oxo-1-{[(3S)-2-oxopyrrolidin-3-yl]methyl}pentyl]-L-leucinamide",ZU3,"ZU3 : N-[(benzyloxy)carbonyl]-3-[(2\,2-dimethylpropanoyl)amino]-L-alanyl-N-[(1R)-4-oxo-1-{[(3S)-2-oxopyrrolidin-3-yl]methyl}pentyl]-L-leucinamide","ZU3 : N-[(benzyloxy)carbonyl]-3-[(2\,2-dimethylpropanoyl)amino]-L-alanyl-N-{(2R)-5-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]hexan-2-yl}-L-leucinamide,ZU3 : phenylmethyl N-[(2S)-3-(2\,2-dimethylpropanoylamino)-1-[[(2S)-4-methyl-1-oxo-1-[[(2R)-5-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]hexan-2-yl]amino]pentan-2-yl]amino]-1-oxo-propan-2-yl]carbamate",33876.637,1,306,1,1,1,306
2zu5,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,,ZU5 : N-[(benzyloxy)carbonyl]-O-tert-butyl-L-threonyl-N-[(1R)-4-cyclopropyl-4-oxo-1-{[(3S)-2-oxopyrrolidin-3-yl]methyl}butyl]-L-leucinamide,ZU5,ZU5 : N-[(benzyloxy)carbonyl]-O-tert-butyl-L-threonyl-N-[(1R)-4-cyclopropyl-4-oxo-1-{[(3S)-2-oxopyrrolidin-3-yl]methyl}butyl]-L-leucinamide,"ZU5 : N-[(benzyloxy)carbonyl]-O-tert-butyl-L-threonyl-N-{(2R)-5-cyclopropyl-5-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]pentan-2-yl}-L-leucinamide,ZU5 : phenylmethyl N-[(2S\,3R)-1-[[(2S)-1-[[(2R)-5-cyclopropyl-5-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]pentan-2-yl]amino]-4-methyl-1-oxo-pentan-2-yl]amino]-3-[(2-methylpropan-2-yl)oxy]-1-oxo-butan-2-yl]carbamate",33876.637,1,306,1,1,1,306
3atw,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,peptide ACE-THR-VAL-ALC-HIS-H,,"ALC,ACE,HSV","ALC : 2-AMINO-3-CYCLOHEXYL-PROPIONIC ACID,ACE : ACETYL GROUP,HSV : L-histidinal","ACE : acetaldehyde,ACE : ethanal,ALC : (2S)-2-amino-3-cyclohexyl-propanoic acid,HSV : 4-[(2S)-2-amino-3-oxopropyl]-1H-imidazol-3-ium,ALC : 3-cyclohexyl-L-alanine,HSV : (2S)-2-azanyl-3-(1H-imidazol-3-ium-4-yl)propanal",33832.6,4,622,2,0,4,300
3avz,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,peptide ACE-SER-ALA-VAL-ALC-HIS-H,,"ALC,ACE,HSV","ALC : 2-AMINO-3-CYCLOHEXYL-PROPIONIC ACID,ACE : ACETYL GROUP,HSV : L-histidinal","ACE : acetaldehyde,ACE : ethanal,ALC : (2S)-2-amino-3-cyclohexyl-propanoic acid,HSV : 4-[(2S)-2-amino-3-oxopropyl]-1H-imidazol-3-ium,ALC : 3-cyclohexyl-L-alanine,HSV : (2S)-2-azanyl-3-(1H-imidazol-3-ium-4-yl)propanal",33832.6,2,312,2,0,2,300
3aw0,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,peptide ACE-SER-ALA-VAL-LEU-HIS-H,,"ACE,HSV","ACE : ACETYL GROUP,HSV : L-histidinal","ACE : acetaldehyde,ACE : ethanal,HSV : 4-[(2S)-2-amino-3-oxopropyl]-1H-imidazol-3-ium,HSV : (2S)-2-azanyl-3-(1H-imidazol-3-ium-4-yl)propanal",33832.6,2,312,2,0,2,306
3aw1,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,,,,,,33832.6,2,612,1,0,2,301
3d62,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,959 : benzyl (2-oxopropyl)carbamate,959,959 : benzyl (2-oxopropyl)carbamate,"959 : benzyl (2-oxopropyl)carbamate,959 : phenylmethyl N-(2-oxopropyl)carbamate",33199.92,1,299,1,1,1,299
3ea7,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,,,,,,33788.535,2,612,1,0,2,305
3ea8,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,,,,,,33788.535,1,306,1,0,1,306
3ea9,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,,,,,,33712.44,1,306,1,0,1,301
3eaj,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,,,,,,33712.44,2,612,1,0,2,302
3ebn,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"p65 homolog,nsp3,pp1ab,2'-O-methyltransferase,Non-structural protein 8,Uridylate-specific endoribonuclease,3CLp,Non-structural protein 3,nsp12,nsp5,Host translation inhibitor nsp1,Hel,nsp2,Leader protein,NendoU,GFL,ExoN,PL-PRO,Pol,Growth factor-like peptide,SARS coronavirus main proteinase,nsp14,nsp16,ORF1ab polyprotein,Non-structural protein 6,Non-structural protein 9,Papain-like proteinase,nsp4,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,RNA-directed RNA polymerase,nsp1,nsp6,nsp7,nsp13,nsp15,Replicase polyprotein 1ab,3C-like proteinase,Non-structural protein 7,3CL-PRO,RdRp,nsp8,Guanine-N7 methyltransferase,Helicase,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6X7,R1AB_CVHSA,"rep,1a-1b",,,,,,13010.697,4,472,1,0,4,101
3f9e,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Engineered mutation",P0C6U8,R1A_CVHSA,1a,,,,,,34004.76,1,308,1,0,1,297
3f9f,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Engineered mutation",P0C6U8,R1A_CVHSA,1a,,,,,,33944.668,2,616,1,0,2,299
3f9g,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Engineered mutation",P0C6U8,R1A_CVHSA,1a,,,,,,33412.086,2,606,1,0,2,297
3f9h,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,"Expression tag,Engineered mutation",P0C6U8,R1A_CVHSA,1a,,,,,,33944.668,2,616,1,0,2,300
3fzd,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,Engineered mutation,P0C6U8,R1A_CVHSA,1a,,,,,,33301.027,1,301,1,0,1,296
3iwm,Severe acute respiratory syndrome-related coronavirus,694009,"Sars-Like Coronavirus,Sars-Related Coronavirus,Severe Acute Respiratory Syndrome-Related Coronavirus,Sarsr-Cov,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Orthocoronavirinae,Coronaviridae,Nidovirales,Viruses","species,genus,subfamily,family,order,superkingdom,species,genus,family,order,class,phylum,superkingdom",Betacoronavirus,Viruses,3C-like proteinase,"ORF1a polyprotein,nsp11,nsp3,p65 homolog,Replicase polyprotein 1a,Non-structural protein 3,Non-structural protein 8,3CLp,nsp5,nsp2,Leader protein,GFL,Growth factor-like peptide,SARS coronavirus main proteinase,PL-PRO,Non-structural protein 1,Non-structural protein 11,Non-structural protein 6,Non-structural protein 9,nsp4,Papain-like proteinase,Non-structural protein 10,Non-structural protein 2,Non-structural protein 4,nsp1,nsp6,nsp7,pp1a,3C-like proteinase,Non-structural protein 7,3CL-PRO,nsp8,nsp10,nsp9,PL2-PRO",Protein,1,N,,P0C6U8,R1A_CVHSA,1a,"N-[(5-METHYLISOXAZOL-3-YL)CARBONYL]ALANYL-L-VALYL-N~1~-((1R\,2Z)-4-(BENZYLOXY)-4-OXO-1-{[(3R)-2-OXOPYRROLIDIN-3-YL]METHYL}BUT-2-ENYL)-L-LEUCINAMIDE",,"010,02J,PJE","010 : phenylmethanol,02J : 5-methyl-1\,2-oxazole-3-carboxylic acid,PJE : (E\,4S)-4-azanyl-5-[(3S)-2-oxidanylidenepyrrolidin-3-yl]pent-2-enoic acid","PJE : (E\,4S)-4-azanyl-5-[(3S)-2-oxidanylidenepyrrolidin-3-yl]pent-2-enoic acid,02J : 5-methyl-1\,2-oxazole-3-carboxylic acid,010 : phenylmethanol",33876.637,8,1248,2,0,8,301
